min_edge,min_contract_price,max_contract_price,timing_filter,side_filter,favorite_filter,home_away_filter,trades,wins,losses,win_rate,average_edge,average_price,profit_loss_per_dollar_staked,roi,max_drawdown,meets_min_discovery_trades,positive_discovery_roi,specificity_score
0.1,0.3,0.8,30_to_60m,yes_only,both,home_only,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,3
0.1,0.3,0.8,30_to_60m,yes_only,both,both,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,2
0.1,0.3,0.8,30_to_60m,both,both,home_only,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,2
0.1,0.3,0.9,30_to_60m,yes_only,both,home_only,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,3
0.1,0.3,0.9,30_to_60m,yes_only,both,both,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,2
0.1,0.3,0.9,30_to_60m,both,both,home_only,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,2
0.1,0.3,1.0,30_to_60m,yes_only,both,home_only,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,3
0.1,0.3,1.0,30_to_60m,yes_only,both,both,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,2
0.1,0.3,1.0,30_to_60m,both,both,home_only,428,176,252,0.411214953271028,0.17316576607330758,0.4158878504672897,0.5264379026910575,0.0012299950997454615,-87.86103250153263,True,True,2
0.12,0.0,0.7,within_30m,no_only,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,5
0.12,0.0,0.7,within_30m,no_only,underdogs_only,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.7,within_30m,no_only,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.7,within_30m,no_only,both,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,0.7,within_30m,both,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.7,within_30m,both,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,0.8,within_30m,no_only,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,5
0.12,0.0,0.8,within_30m,no_only,underdogs_only,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.8,within_30m,no_only,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.8,within_30m,no_only,both,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,0.8,within_30m,both,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.8,within_30m,both,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,0.9,within_30m,no_only,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,5
0.12,0.0,0.9,within_30m,no_only,underdogs_only,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.9,within_30m,no_only,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.9,within_30m,no_only,both,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,0.9,within_30m,both,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,0.9,within_30m,both,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,1.0,within_30m,no_only,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,5
0.12,0.0,1.0,within_30m,no_only,underdogs_only,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,1.0,within_30m,no_only,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,1.0,within_30m,no_only,both,both,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.12,0.0,1.0,within_30m,both,underdogs_only,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,4
0.12,0.0,1.0,within_30m,both,both,away_only,176,44,132,0.25,0.1813600903889613,0.21795454545454546,0.09219181032345958,0.0005238171041105658,-41.74358974358974,True,True,3
0.07,0.3,0.7,30_to_60m,yes_only,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,4
0.07,0.3,0.7,30_to_60m,yes_only,underdogs_only,both,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,0.7,30_to_60m,both,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,0.8,30_to_60m,yes_only,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,4
0.07,0.3,0.8,30_to_60m,yes_only,underdogs_only,both,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,0.8,30_to_60m,both,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,0.9,30_to_60m,yes_only,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,4
0.07,0.3,0.9,30_to_60m,yes_only,underdogs_only,both,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,0.9,30_to_60m,both,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,1.0,30_to_60m,yes_only,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,4
0.07,0.3,1.0,30_to_60m,yes_only,underdogs_only,both,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.07,0.3,1.0,30_to_60m,both,underdogs_only,home_only,440,171,269,0.3886363636363636,0.16339465242589482,0.3911363636363636,-0.16319627531455438,-0.0003709006257148963,-59.69038529528167,True,False,3
0.12,0.0,0.7,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.0,0.7,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,0.7,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,0.8,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.0,0.8,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,0.8,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,0.9,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.0,0.9,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,0.9,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,1.0,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.0,1.0,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.0,1.0,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,0.7,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.1,0.7,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,0.7,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,0.8,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.1,0.8,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,0.8,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,0.9,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.1,0.9,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,0.9,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,1.0,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.1,1.0,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.1,1.0,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,0.7,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.2,0.7,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,0.7,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,0.8,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.2,0.8,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,0.8,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,0.9,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.2,0.9,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,0.9,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,1.0,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.2,1.0,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.2,1.0,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,0.7,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.3,0.7,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,0.7,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,0.8,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.3,0.8,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,0.8,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,0.9,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.3,0.9,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,0.9,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,1.0,30_to_60m,yes_only,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,5
0.12,0.3,1.0,30_to_60m,yes_only,favorites_only,both,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.12,0.3,1.0,30_to_60m,both,favorites_only,home_only,36,20,16,0.5555555555555556,0.14567655861874038,0.5411111111111111,-0.129071373117152,-0.003585315919920889,-13.333333333333332,True,False,4
0.07,0.3,0.7,30_to_60m,both,both,both,815,332,483,0.40736196319018403,0.1497812014207822,0.41303067484662576,-6.715293738390841,-0.008239624218884467,-93.29280887047895,True,False,1
0.07,0.3,0.8,30_to_60m,both,both,both,815,332,483,0.40736196319018403,0.1497812014207822,0.41303067484662576,-6.715293738390841,-0.008239624218884467,-93.29280887047895,True,False,1
0.07,0.3,0.9,30_to_60m,both,both,both,815,332,483,0.40736196319018403,0.1497812014207822,0.41303067484662576,-6.715293738390841,-0.008239624218884467,-93.29280887047895,True,False,1
0.07,0.3,1.0,30_to_60m,both,both,both,815,332,483,0.40736196319018403,0.1497812014207822,0.41303067484662576,-6.715293738390841,-0.008239624218884467,-93.29280887047895,True,False,1
0.05,0.3,0.7,30_to_60m,yes_only,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,4
0.05,0.3,0.7,30_to_60m,yes_only,underdogs_only,both,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,0.7,30_to_60m,both,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,0.8,30_to_60m,yes_only,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,4
0.05,0.3,0.8,30_to_60m,yes_only,underdogs_only,both,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,0.8,30_to_60m,both,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,0.9,30_to_60m,yes_only,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,4
0.05,0.3,0.9,30_to_60m,yes_only,underdogs_only,both,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,0.9,30_to_60m,both,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,1.0,30_to_60m,yes_only,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,4
0.05,0.3,1.0,30_to_60m,yes_only,underdogs_only,both,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.05,0.3,1.0,30_to_60m,both,underdogs_only,home_only,464,179,285,0.3857758620689655,0.1580855330645824,0.39168103448275865,-4.448307988997691,-0.0095868706659433,-56.036103069570885,True,False,3
0.03,0.3,0.7,30_to_60m,yes_only,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,4
0.03,0.3,0.7,30_to_60m,yes_only,underdogs_only,both,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,0.7,30_to_60m,both,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,0.8,30_to_60m,yes_only,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,4
0.03,0.3,0.8,30_to_60m,yes_only,underdogs_only,both,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,0.8,30_to_60m,both,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,0.9,30_to_60m,yes_only,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,4
0.03,0.3,0.9,30_to_60m,yes_only,underdogs_only,both,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,0.9,30_to_60m,both,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,1.0,30_to_60m,yes_only,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,4
0.03,0.3,1.0,30_to_60m,yes_only,underdogs_only,both,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.03,0.3,1.0,30_to_60m,both,underdogs_only,home_only,483,186,297,0.38509316770186336,0.15347162570053535,0.392463768115942,-6.121473150161371,-0.012673857453750251,-54.42247983116422,True,False,3
0.05,0.3,0.7,30_to_60m,both,both,both,903,374,529,0.4141749723145072,0.14114453269796923,0.4187153931339978,-12.660891208233458,-0.014020920496382568,-100.24611274972283,True,False,1
0.05,0.3,0.8,30_to_60m,both,both,both,903,374,529,0.4141749723145072,0.14114453269796923,0.4187153931339978,-12.660891208233458,-0.014020920496382568,-100.24611274972283,True,False,1
0.05,0.3,0.9,30_to_60m,both,both,both,903,374,529,0.4141749723145072,0.14114453269796923,0.4187153931339978,-12.660891208233458,-0.014020920496382568,-100.24611274972283,True,False,1
0.05,0.3,1.0,30_to_60m,both,both,both,903,374,529,0.4141749723145072,0.14114453269796923,0.4187153931339978,-12.660891208233458,-0.014020920496382568,-100.24611274972283,True,False,1
0.03,0.3,0.7,30_to_60m,both,both,both,971,404,567,0.4160659114315139,0.13404841857762592,0.4218125643666324,-14.900549458860453,-0.015345571018393876,-97.92902960583018,True,False,1
0.03,0.3,0.8,30_to_60m,both,both,both,971,404,567,0.4160659114315139,0.13404841857762592,0.4218125643666324,-14.900549458860453,-0.015345571018393876,-97.92902960583018,True,False,1
0.03,0.3,0.9,30_to_60m,both,both,both,971,404,567,0.4160659114315139,0.13404841857762592,0.4218125643666324,-14.900549458860453,-0.015345571018393876,-97.92902960583018,True,False,1
0.03,0.3,1.0,30_to_60m,both,both,both,971,404,567,0.4160659114315139,0.13404841857762592,0.4218125643666324,-14.900549458860453,-0.015345571018393876,-97.92902960583018,True,False,1
0.1,0.3,0.7,within_30m,no_only,underdogs_only,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,4
0.1,0.3,0.7,within_30m,no_only,underdogs_only,both,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
0.1,0.3,0.7,within_30m,no_only,both,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
0.1,0.3,0.7,within_30m,no_only,both,both,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,2
0.1,0.3,0.7,within_30m,both,underdogs_only,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
0.1,0.3,0.7,within_30m,both,both,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,2
0.1,0.3,0.8,within_30m,no_only,underdogs_only,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,4
0.1,0.3,0.8,within_30m,no_only,underdogs_only,both,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
0.1,0.3,0.8,within_30m,no_only,both,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
0.1,0.3,0.8,within_30m,no_only,both,both,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,2
0.1,0.3,0.8,within_30m,both,underdogs_only,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
0.1,0.3,0.8,within_30m,both,both,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,2
0.1,0.3,0.9,within_30m,no_only,underdogs_only,away_only,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,4
0.1,0.3,0.9,within_30m,no_only,underdogs_only,both,36,12,24,0.3333333333333333,0.14729430912035257,0.3633333333333333,-0.9816849816849809,-0.027269027269027246,-8.0,True,False,3
